,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
132601,Bagong Lipunan Ng Crame,QUEZON CITY,"NCR, SECOND DISTRICT","Bagong Lipunan Ng Crame_QUEZON CITY_NCR, SECOND DISTRICT"
132602,Bagong Pag-asa,QUEZON CITY,"NCR, SECOND DISTRICT","Bagong Pag-asa_QUEZON CITY_NCR, SECOND DISTRICT"
132603,Bagong Silangan,QUEZON CITY,"NCR, SECOND DISTRICT","Bagong Silangan_QUEZON CITY_NCR, SECOND DISTRICT"
132604,Bagumbayan,QUEZON CITY,"NCR, SECOND DISTRICT","Bagumbayan_QUEZON CITY_NCR, SECOND DISTRICT"
132605,Bahay Toro,QUEZON CITY,"NCR, SECOND DISTRICT","Bahay Toro_QUEZON CITY_NCR, SECOND DISTRICT"
132606,Balingasa,QUEZON CITY,"NCR, SECOND DISTRICT","Balingasa_QUEZON CITY_NCR, SECOND DISTRICT"
132607,Bayanihan,QUEZON CITY,"NCR, SECOND DISTRICT","Bayanihan_QUEZON CITY_NCR, SECOND DISTRICT"
132608,Blue Ridge A,QUEZON CITY,"NCR, SECOND DISTRICT","Blue Ridge A_QUEZON CITY_NCR, SECOND DISTRICT"
132609,Blue Ridge B,QUEZON CITY,"NCR, SECOND DISTRICT","Blue Ridge B_QUEZON CITY_NCR, SECOND DISTRICT"
132610,Botocan,QUEZON CITY,"NCR, SECOND DISTRICT","Botocan_QUEZON CITY_NCR, SECOND DISTRICT"
132611,Salvacion,SIRUMA,CAMARINES SUR,Salvacion_SIRUMA_CAMARINES SUR
132612,San Andres,SIRUMA,CAMARINES SUR,San Andres_SIRUMA_CAMARINES SUR
132613,San Ramon (Daldagon),SIRUMA,CAMARINES SUR,San Ramon (Daldagon)_SIRUMA_CAMARINES SUR
132614,Sulpa,SIRUMA,CAMARINES SUR,Sulpa_SIRUMA_CAMARINES SUR
132615,Tandoc,SIRUMA,CAMARINES SUR,Tandoc_SIRUMA_CAMARINES SUR
132616,Tongo-Bantigue,SIRUMA,CAMARINES SUR,Tongo-Bantigue_SIRUMA_CAMARINES SUR
132617,Vito,SIRUMA,CAMARINES SUR,Vito_SIRUMA_CAMARINES SUR
132618,TIGAON,CAMARINES SUR,REGION V (BICOL REGION),TIGAON_CAMARINES SUR_REGION V (BICOL REGION)
132619,Abo,TIGAON,CAMARINES SUR,Abo_TIGAON_CAMARINES SUR
132620,Cabalinadan,TIGAON,CAMARINES SUR,Cabalinadan_TIGAON_CAMARINES SUR
132621,Butulan,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Butulan_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132622,Caburan Big,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Caburan Big_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132623,Caburan Small (Pob.),JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Caburan Small (Pob.)_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132624,Camalian,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Camalian_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132625,Carahayan,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Carahayan_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132626,Cayaponga,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Cayaponga_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132627,Culaman,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Culaman_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132628,Kalbay,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Kalbay_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132629,Kitayo,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Kitayo_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132630,Magulibas,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Magulibas_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132631,Triangulo,CITY OF NAGA,CAMARINES SUR,Triangulo_CITY OF NAGA_CAMARINES SUR
132632,OCAMPO,CAMARINES SUR,REGION V (BICOL REGION),OCAMPO_CAMARINES SUR_REGION V (BICOL REGION)
132633,Ayugan,OCAMPO,CAMARINES SUR,Ayugan_OCAMPO_CAMARINES SUR
132634,Cabariwan,OCAMPO,CAMARINES SUR,Cabariwan_OCAMPO_CAMARINES SUR
132635,Cagmanaba,OCAMPO,CAMARINES SUR,Cagmanaba_OCAMPO_CAMARINES SUR
132636,Del Rosario,OCAMPO,CAMARINES SUR,Del Rosario_OCAMPO_CAMARINES SUR
132637,Gatbo,OCAMPO,CAMARINES SUR,Gatbo_OCAMPO_CAMARINES SUR
132638,Guinaban,OCAMPO,CAMARINES SUR,Guinaban_OCAMPO_CAMARINES SUR
132639,Hanawan,OCAMPO,CAMARINES SUR,Hanawan_OCAMPO_CAMARINES SUR
132640,Hibago,OCAMPO,CAMARINES SUR,Hibago_OCAMPO_CAMARINES SUR
132641,Bungad,QUEZON CITY,"NCR, SECOND DISTRICT","Bungad_QUEZON CITY_NCR, SECOND DISTRICT"
132642,Camp Aguinaldo,QUEZON CITY,"NCR, SECOND DISTRICT","Camp Aguinaldo_QUEZON CITY_NCR, SECOND DISTRICT"
132643,Central,QUEZON CITY,"NCR, SECOND DISTRICT","Central_QUEZON CITY_NCR, SECOND DISTRICT"
132644,Claro,QUEZON CITY,"NCR, SECOND DISTRICT","Claro_QUEZON CITY_NCR, SECOND DISTRICT"
132645,Commonwealth,QUEZON CITY,"NCR, SECOND DISTRICT","Commonwealth_QUEZON CITY_NCR, SECOND DISTRICT"
132646,New Era (Constitution Hills),QUEZON CITY,"NCR, SECOND DISTRICT","New Era (Constitution Hills)_QUEZON CITY_NCR, SECOND DISTRICT"
132647,Kristong Hari,QUEZON CITY,"NCR, SECOND DISTRICT","Kristong Hari_QUEZON CITY_NCR, SECOND DISTRICT"
132648,Culiat,QUEZON CITY,"NCR, SECOND DISTRICT","Culiat_QUEZON CITY_NCR, SECOND DISTRICT"
132649,Damar,QUEZON CITY,"NCR, SECOND DISTRICT","Damar_QUEZON CITY_NCR, SECOND DISTRICT"
132650,Damayan,QUEZON CITY,"NCR, SECOND DISTRICT","Damayan_QUEZON CITY_NCR, SECOND DISTRICT"
132651,Caraycayon,TIGAON,CAMARINES SUR,Caraycayon_TIGAON_CAMARINES SUR
132652,Casuna,TIGAON,CAMARINES SUR,Casuna_TIGAON_CAMARINES SUR
132653,Consocep,TIGAON,CAMARINES SUR,Consocep_TIGAON_CAMARINES SUR
132654,Coyaoyao,TIGAON,CAMARINES SUR,Coyaoyao_TIGAON_CAMARINES SUR
132655,Gaao,TIGAON,CAMARINES SUR,Gaao_TIGAON_CAMARINES SUR
132656,Gingaroy,TIGAON,CAMARINES SUR,Gingaroy_TIGAON_CAMARINES SUR
132657,Gubat,TIGAON,CAMARINES SUR,Gubat_TIGAON_CAMARINES SUR
132658,Huyonhuyon,TIGAON,CAMARINES SUR,Huyonhuyon_TIGAON_CAMARINES SUR
132659,Libod,TIGAON,CAMARINES SUR,Libod_TIGAON_CAMARINES SUR
132660,Mabalodbalod,TIGAON,CAMARINES SUR,Mabalodbalod_TIGAON_CAMARINES SUR
132661,La Purisima Nuevo,OCAMPO,CAMARINES SUR,La Purisima Nuevo_OCAMPO_CAMARINES SUR
132662,May-Ogob,OCAMPO,CAMARINES SUR,May-Ogob_OCAMPO_CAMARINES SUR
132663,New Moriones,OCAMPO,CAMARINES SUR,New Moriones_OCAMPO_CAMARINES SUR
132664,Old Moriones,OCAMPO,CAMARINES SUR,Old Moriones_OCAMPO_CAMARINES SUR
132665,Pinit,OCAMPO,CAMARINES SUR,Pinit_OCAMPO_CAMARINES SUR
132666,Poblacion Central,OCAMPO,CAMARINES SUR,Poblacion Central_OCAMPO_CAMARINES SUR
132667,Poblacion East,OCAMPO,CAMARINES SUR,Poblacion East_OCAMPO_CAMARINES SUR
132668,Poblacion West,OCAMPO,CAMARINES SUR,Poblacion West_OCAMPO_CAMARINES SUR
132669,Salvacion,OCAMPO,CAMARINES SUR,Salvacion_OCAMPO_CAMARINES SUR
132670,San Antonio,OCAMPO,CAMARINES SUR,San Antonio_OCAMPO_CAMARINES SUR
132671,Malalan,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Malalan_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132672,Mangile,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Mangile_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132673,Marabutuan,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Marabutuan_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132674,Meybio,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Meybio_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132675,Molmol,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Molmol_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132676,Nuing,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Nuing_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132677,Patulang,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Patulang_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132678,Quiapo,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Quiapo_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132679,San Isidro,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,San Isidro_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132680,Sugal,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Sugal_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132681,Damayang Lagi,QUEZON CITY,"NCR, SECOND DISTRICT","Damayang Lagi_QUEZON CITY_NCR, SECOND DISTRICT"
132682,Del Monte,QUEZON CITY,"NCR, SECOND DISTRICT","Del Monte_QUEZON CITY_NCR, SECOND DISTRICT"
132683,Dioquino Zobel,QUEZON CITY,"NCR, SECOND DISTRICT","Dioquino Zobel_QUEZON CITY_NCR, SECOND DISTRICT"
132684,Doña Imelda,QUEZON CITY,"NCR, SECOND DISTRICT","Doña Imelda_QUEZON CITY_NCR, SECOND DISTRICT"
132685,Doña Josefa,QUEZON CITY,"NCR, SECOND DISTRICT","Doña Josefa_QUEZON CITY_NCR, SECOND DISTRICT"
132686,Don Manuel,QUEZON CITY,"NCR, SECOND DISTRICT","Don Manuel_QUEZON CITY_NCR, SECOND DISTRICT"
132687,Duyan-duyan,QUEZON CITY,"NCR, SECOND DISTRICT","Duyan-duyan_QUEZON CITY_NCR, SECOND DISTRICT"
132688,E. Rodriguez,QUEZON CITY,"NCR, SECOND DISTRICT","E. Rodriguez_QUEZON CITY_NCR, SECOND DISTRICT"
132689,East Kamias,QUEZON CITY,"NCR, SECOND DISTRICT","East Kamias_QUEZON CITY_NCR, SECOND DISTRICT"
132690,Escopa I,QUEZON CITY,"NCR, SECOND DISTRICT","Escopa I_QUEZON CITY_NCR, SECOND DISTRICT"
132691,May-Anao,TIGAON,CAMARINES SUR,May-Anao_TIGAON_CAMARINES SUR
132692,Panagan,TIGAON,CAMARINES SUR,Panagan_TIGAON_CAMARINES SUR
132693,Poblacion,TIGAON,CAMARINES SUR,Poblacion_TIGAON_CAMARINES SUR
132694,Salvacion,TIGAON,CAMARINES SUR,Salvacion_TIGAON_CAMARINES SUR
132695,San Antonio,TIGAON,CAMARINES SUR,San Antonio_TIGAON_CAMARINES SUR
132696,San Francisco,TIGAON,CAMARINES SUR,San Francisco_TIGAON_CAMARINES SUR
132697,San Miguel,TIGAON,CAMARINES SUR,San Miguel_TIGAON_CAMARINES SUR
132698,San Rafael,TIGAON,CAMARINES SUR,San Rafael_TIGAON_CAMARINES SUR
132699,Talojongon,TIGAON,CAMARINES SUR,Talojongon_TIGAON_CAMARINES SUR
132700,Tinawagan,TIGAON,CAMARINES SUR,Tinawagan_TIGAON_CAMARINES SUR
132701,Tabayon,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Tabayon_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132702,Tanuman,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,Tanuman_JOSE ABAD SANTOS (TRINIDAD)_DAVAO OCCIDENTAL
132703,MALITA (Capital),DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),MALITA (Capital)_DAVAO OCCIDENTAL_REGION XI (DAVAO REGION)
132704,Bito,MALITA (Capital),DAVAO OCCIDENTAL,Bito_MALITA (Capital)_DAVAO OCCIDENTAL
132705,Bolila,MALITA (Capital),DAVAO OCCIDENTAL,Bolila_MALITA (Capital)_DAVAO OCCIDENTAL
132706,Buhangin,MALITA (Capital),DAVAO OCCIDENTAL,Buhangin_MALITA (Capital)_DAVAO OCCIDENTAL
132707,Culaman,MALITA (Capital),DAVAO OCCIDENTAL,Culaman_MALITA (Capital)_DAVAO OCCIDENTAL
132708,Datu Danwata,MALITA (Capital),DAVAO OCCIDENTAL,Datu Danwata_MALITA (Capital)_DAVAO OCCIDENTAL
132709,Demoloc,MALITA (Capital),DAVAO OCCIDENTAL,Demoloc_MALITA (Capital)_DAVAO OCCIDENTAL
132710,Felis,MALITA (Capital),DAVAO OCCIDENTAL,Felis_MALITA (Capital)_DAVAO OCCIDENTAL
132711,San Francisco,OCAMPO,CAMARINES SUR,San Francisco_OCAMPO_CAMARINES SUR
132712,San Jose Oras,OCAMPO,CAMARINES SUR,San Jose Oras_OCAMPO_CAMARINES SUR
132713,San Roque Commonal,OCAMPO,CAMARINES SUR,San Roque Commonal_OCAMPO_CAMARINES SUR
132714,San Vicente,OCAMPO,CAMARINES SUR,San Vicente_OCAMPO_CAMARINES SUR
132715,Santa Cruz,OCAMPO,CAMARINES SUR,Santa Cruz_OCAMPO_CAMARINES SUR
132716,Santo Niño,OCAMPO,CAMARINES SUR,Santo Niño_OCAMPO_CAMARINES SUR
132717,Villaflorida,OCAMPO,CAMARINES SUR,Villaflorida_OCAMPO_CAMARINES SUR
132718,PAMPLONA,CAMARINES SUR,REGION V (BICOL REGION),PAMPLONA_CAMARINES SUR_REGION V (BICOL REGION)
132719,Batang,PAMPLONA,CAMARINES SUR,Batang_PAMPLONA_CAMARINES SUR
132720,Burabod,PAMPLONA,CAMARINES SUR,Burabod_PAMPLONA_CAMARINES SUR
132721,Escopa II,QUEZON CITY,"NCR, SECOND DISTRICT","Escopa II_QUEZON CITY_NCR, SECOND DISTRICT"
132722,Escopa III,QUEZON CITY,"NCR, SECOND DISTRICT","Escopa III_QUEZON CITY_NCR, SECOND DISTRICT"
132723,Escopa IV,QUEZON CITY,"NCR, SECOND DISTRICT","Escopa IV_QUEZON CITY_NCR, SECOND DISTRICT"
132724,Fairview,QUEZON CITY,"NCR, SECOND DISTRICT","Fairview_QUEZON CITY_NCR, SECOND DISTRICT"
132725,N.S. Amoranto (Gintong Silahis),QUEZON CITY,"NCR, SECOND DISTRICT","N.S. Amoranto (Gintong Silahis)_QUEZON CITY_NCR, SECOND DISTRICT"
132726,Gulod,QUEZON CITY,"NCR, SECOND DISTRICT","Gulod_QUEZON CITY_NCR, SECOND DISTRICT"
132727,Horseshoe,QUEZON CITY,"NCR, SECOND DISTRICT","Horseshoe_QUEZON CITY_NCR, SECOND DISTRICT"
132728,Immaculate Concepcion,QUEZON CITY,"NCR, SECOND DISTRICT","Immaculate Concepcion_QUEZON CITY_NCR, SECOND DISTRICT"
132729,Kaligayahan,QUEZON CITY,"NCR, SECOND DISTRICT","Kaligayahan_QUEZON CITY_NCR, SECOND DISTRICT"
132730,Kalusugan,QUEZON CITY,"NCR, SECOND DISTRICT","Kalusugan_QUEZON CITY_NCR, SECOND DISTRICT"
132731,Vinagre,TIGAON,CAMARINES SUR,Vinagre_TIGAON_CAMARINES SUR
132732,TINAMBAC,CAMARINES SUR,REGION V (BICOL REGION),TINAMBAC_CAMARINES SUR_REGION V (BICOL REGION)
132733,Agay-Ayan,TINAMBAC,CAMARINES SUR,Agay-Ayan_TINAMBAC_CAMARINES SUR
132734,Antipolo,TINAMBAC,CAMARINES SUR,Antipolo_TINAMBAC_CAMARINES SUR
132735,Bagacay,TINAMBAC,CAMARINES SUR,Bagacay_TINAMBAC_CAMARINES SUR
132736,Banga,TINAMBAC,CAMARINES SUR,Banga_TINAMBAC_CAMARINES SUR
132737,Bolaobalite,TINAMBAC,CAMARINES SUR,Bolaobalite_TINAMBAC_CAMARINES SUR
132738,Bani,TINAMBAC,CAMARINES SUR,Bani_TINAMBAC_CAMARINES SUR
132739,Bataan,TINAMBAC,CAMARINES SUR,Bataan_TINAMBAC_CAMARINES SUR
132740,Binalay,TINAMBAC,CAMARINES SUR,Binalay_TINAMBAC_CAMARINES SUR
132741,Cagbibi,PAMPLONA,CAMARINES SUR,Cagbibi_PAMPLONA_CAMARINES SUR
132742,Cagbunga,PAMPLONA,CAMARINES SUR,Cagbunga_PAMPLONA_CAMARINES SUR
132743,Calawat,PAMPLONA,CAMARINES SUR,Calawat_PAMPLONA_CAMARINES SUR
132744,Del Rosario,PAMPLONA,CAMARINES SUR,Del Rosario_PAMPLONA_CAMARINES SUR
132745,Patong,PAMPLONA,CAMARINES SUR,Patong_PAMPLONA_CAMARINES SUR
132746,Poblacion,PAMPLONA,CAMARINES SUR,Poblacion_PAMPLONA_CAMARINES SUR
132747,Salvacion,PAMPLONA,CAMARINES SUR,Salvacion_PAMPLONA_CAMARINES SUR
132748,San Gabriel,PAMPLONA,CAMARINES SUR,San Gabriel_PAMPLONA_CAMARINES SUR
132749,San Isidro,PAMPLONA,CAMARINES SUR,San Isidro_PAMPLONA_CAMARINES SUR
132750,San Rafael,PAMPLONA,CAMARINES SUR,San Rafael_PAMPLONA_CAMARINES SUR
132751,Fishing Village (Fisherman's Village),MALITA (Capital),DAVAO OCCIDENTAL,Fishing Village (Fisherman's Village)_MALITA (Capital)_DAVAO OCCIDENTAL
132752,Kibalatong,MALITA (Capital),DAVAO OCCIDENTAL,Kibalatong_MALITA (Capital)_DAVAO OCCIDENTAL
132753,Kidalapong,MALITA (Capital),DAVAO OCCIDENTAL,Kidalapong_MALITA (Capital)_DAVAO OCCIDENTAL
132754,Kilalag,MALITA (Capital),DAVAO OCCIDENTAL,Kilalag_MALITA (Capital)_DAVAO OCCIDENTAL
132755,Kinangan,MALITA (Capital),DAVAO OCCIDENTAL,Kinangan_MALITA (Capital)_DAVAO OCCIDENTAL
132756,Lacaron,MALITA (Capital),DAVAO OCCIDENTAL,Lacaron_MALITA (Capital)_DAVAO OCCIDENTAL
132757,Lagumit,MALITA (Capital),DAVAO OCCIDENTAL,Lagumit_MALITA (Capital)_DAVAO OCCIDENTAL
132758,Lais,MALITA (Capital),DAVAO OCCIDENTAL,Lais_MALITA (Capital)_DAVAO OCCIDENTAL
132759,Little Baguio,MALITA (Capital),DAVAO OCCIDENTAL,Little Baguio_MALITA (Capital)_DAVAO OCCIDENTAL
132760,Macol,MALITA (Capital),DAVAO OCCIDENTAL,Macol_MALITA (Capital)_DAVAO OCCIDENTAL
132761,Mana,MALITA (Capital),DAVAO OCCIDENTAL,Mana_MALITA (Capital)_DAVAO OCCIDENTAL
132762,Manuel Peralta,MALITA (Capital),DAVAO OCCIDENTAL,Manuel Peralta_MALITA (Capital)_DAVAO OCCIDENTAL
132763,New Argao,MALITA (Capital),DAVAO OCCIDENTAL,New Argao_MALITA (Capital)_DAVAO OCCIDENTAL
132764,Pangian,MALITA (Capital),DAVAO OCCIDENTAL,Pangian_MALITA (Capital)_DAVAO OCCIDENTAL
132765,Pinalpalan,MALITA (Capital),DAVAO OCCIDENTAL,Pinalpalan_MALITA (Capital)_DAVAO OCCIDENTAL
132766,Poblacion,MALITA (Capital),DAVAO OCCIDENTAL,Poblacion_MALITA (Capital)_DAVAO OCCIDENTAL
132767,Sangay,MALITA (Capital),DAVAO OCCIDENTAL,Sangay_MALITA (Capital)_DAVAO OCCIDENTAL
132768,Talogoy,MALITA (Capital),DAVAO OCCIDENTAL,Talogoy_MALITA (Capital)_DAVAO OCCIDENTAL
132769,Tical,MALITA (Capital),DAVAO OCCIDENTAL,Tical_MALITA (Capital)_DAVAO OCCIDENTAL
132770,Ticulon,MALITA (Capital),DAVAO OCCIDENTAL,Ticulon_MALITA (Capital)_DAVAO OCCIDENTAL
132771,San Pablo (Pob.),VIRAC (Capital),CATANDUANES,San Pablo (Pob.)_VIRAC (Capital)_CATANDUANES
132772,San Pedro (Pob.),VIRAC (Capital),CATANDUANES,San Pedro (Pob.)_VIRAC (Capital)_CATANDUANES
132773,San Roque (Pob.),VIRAC (Capital),CATANDUANES,San Roque (Pob.)_VIRAC (Capital)_CATANDUANES
132774,San Vicente,VIRAC (Capital),CATANDUANES,San Vicente_VIRAC (Capital)_CATANDUANES
132775,Ibong Sapa (San Vicente Sur),VIRAC (Capital),CATANDUANES,Ibong Sapa (San Vicente Sur)_VIRAC (Capital)_CATANDUANES
132776,Santa Cruz,VIRAC (Capital),CATANDUANES,Santa Cruz_VIRAC (Capital)_CATANDUANES
132777,Santa Elena (Pob.),VIRAC (Capital),CATANDUANES,Santa Elena (Pob.)_VIRAC (Capital)_CATANDUANES
132778,Santo Cristo,VIRAC (Capital),CATANDUANES,Santo Cristo_VIRAC (Capital)_CATANDUANES
132779,Santo Domingo,VIRAC (Capital),CATANDUANES,Santo Domingo_VIRAC (Capital)_CATANDUANES
132780,Santo Niño,VIRAC (Capital),CATANDUANES,Santo Niño_VIRAC (Capital)_CATANDUANES
132781,Kamuning,QUEZON CITY,"NCR, SECOND DISTRICT","Kamuning_QUEZON CITY_NCR, SECOND DISTRICT"
132782,Katipunan,QUEZON CITY,"NCR, SECOND DISTRICT","Katipunan_QUEZON CITY_NCR, SECOND DISTRICT"
132783,Kaunlaran,QUEZON CITY,"NCR, SECOND DISTRICT","Kaunlaran_QUEZON CITY_NCR, SECOND DISTRICT"
132784,Krus Na Ligas,QUEZON CITY,"NCR, SECOND DISTRICT","Krus Na Ligas_QUEZON CITY_NCR, SECOND DISTRICT"
132785,Laging Handa,QUEZON CITY,"NCR, SECOND DISTRICT","Laging Handa_QUEZON CITY_NCR, SECOND DISTRICT"
132786,Libis,QUEZON CITY,"NCR, SECOND DISTRICT","Libis_QUEZON CITY_NCR, SECOND DISTRICT"
132787,Lourdes,QUEZON CITY,"NCR, SECOND DISTRICT","Lourdes_QUEZON CITY_NCR, SECOND DISTRICT"
132788,Loyola Heights,QUEZON CITY,"NCR, SECOND DISTRICT","Loyola Heights_QUEZON CITY_NCR, SECOND DISTRICT"
132789,Maharlika,QUEZON CITY,"NCR, SECOND DISTRICT","Maharlika_QUEZON CITY_NCR, SECOND DISTRICT"
132790,Malaya,QUEZON CITY,"NCR, SECOND DISTRICT","Malaya_QUEZON CITY_NCR, SECOND DISTRICT"
132791,San Ramon,PAMPLONA,CAMARINES SUR,San Ramon_PAMPLONA_CAMARINES SUR
132792,San Vicente,PAMPLONA,CAMARINES SUR,San Vicente_PAMPLONA_CAMARINES SUR
132793,Veneracion (Taguilid),PAMPLONA,CAMARINES SUR,Veneracion (Taguilid)_PAMPLONA_CAMARINES SUR
132794,Tambo,PAMPLONA,CAMARINES SUR,Tambo_PAMPLONA_CAMARINES SUR
132795,Tampadong,PAMPLONA,CAMARINES SUR,Tampadong_PAMPLONA_CAMARINES SUR
132796,PASACAO,CAMARINES SUR,REGION V (BICOL REGION),PASACAO_CAMARINES SUR_REGION V (BICOL REGION)
132797,Antipolo,PASACAO,CAMARINES SUR,Antipolo_PASACAO_CAMARINES SUR
132798,Bagong Silang,PASACAO,CAMARINES SUR,Bagong Silang_PASACAO_CAMARINES SUR
132799,Bahay,PASACAO,CAMARINES SUR,Bahay_PASACAO_CAMARINES SUR
132800,Balogo,PASACAO,CAMARINES SUR,Balogo_PASACAO_CAMARINES SUR
132801,Tingolo,MALITA (Capital),DAVAO OCCIDENTAL,Tingolo_MALITA (Capital)_DAVAO OCCIDENTAL
132802,Tubalan,MALITA (Capital),DAVAO OCCIDENTAL,Tubalan_MALITA (Capital)_DAVAO OCCIDENTAL
132803,Pangaleon,MALITA (Capital),DAVAO OCCIDENTAL,Pangaleon_MALITA (Capital)_DAVAO OCCIDENTAL
132804,SANTA MARIA,DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),SANTA MARIA_DAVAO OCCIDENTAL_REGION XI (DAVAO REGION)
132805,Basiawan,SANTA MARIA,DAVAO OCCIDENTAL,Basiawan_SANTA MARIA_DAVAO OCCIDENTAL
132806,Buca,SANTA MARIA,DAVAO OCCIDENTAL,Buca_SANTA MARIA_DAVAO OCCIDENTAL
132807,Cadaatan,SANTA MARIA,DAVAO OCCIDENTAL,Cadaatan_SANTA MARIA_DAVAO OCCIDENTAL
132808,Kidadan,SANTA MARIA,DAVAO OCCIDENTAL,Kidadan_SANTA MARIA_DAVAO OCCIDENTAL
132809,Kisulad,SANTA MARIA,DAVAO OCCIDENTAL,Kisulad_SANTA MARIA_DAVAO OCCIDENTAL
132810,Malalag Tubig,SANTA MARIA,DAVAO OCCIDENTAL,Malalag Tubig_SANTA MARIA_DAVAO OCCIDENTAL
132811,Simamla,VIRAC (Capital),CATANDUANES,Simamla_VIRAC (Capital)_CATANDUANES
132812,Sogod-Simamla,VIRAC (Capital),CATANDUANES,Sogod-Simamla_VIRAC (Capital)_CATANDUANES
132813,Talisoy,VIRAC (Capital),CATANDUANES,Talisoy_VIRAC (Capital)_CATANDUANES
132814,Sogod-Tibgao,VIRAC (Capital),CATANDUANES,Sogod-Tibgao_VIRAC (Capital)_CATANDUANES
132815,Tubaon,VIRAC (Capital),CATANDUANES,Tubaon_VIRAC (Capital)_CATANDUANES
132816,Valencia,VIRAC (Capital),CATANDUANES,Valencia_VIRAC (Capital)_CATANDUANES
132817,MASBATE,REGION V (BICOL REGION),SLZ,MASBATE_REGION V (BICOL REGION)_SLZ
132818,AROROY,MASBATE,REGION V (BICOL REGION),AROROY_MASBATE_REGION V (BICOL REGION)
132819,Ambolong,AROROY,MASBATE,Ambolong_AROROY_MASBATE
132820,Amoroy,AROROY,MASBATE,Amoroy_AROROY_MASBATE
132821,Manresa,QUEZON CITY,"NCR, SECOND DISTRICT","Manresa_QUEZON CITY_NCR, SECOND DISTRICT"
132822,Mangga,QUEZON CITY,"NCR, SECOND DISTRICT","Mangga_QUEZON CITY_NCR, SECOND DISTRICT"
132823,Mariana,QUEZON CITY,"NCR, SECOND DISTRICT","Mariana_QUEZON CITY_NCR, SECOND DISTRICT"
132824,Mariblo,QUEZON CITY,"NCR, SECOND DISTRICT","Mariblo_QUEZON CITY_NCR, SECOND DISTRICT"
132825,Marilag,QUEZON CITY,"NCR, SECOND DISTRICT","Marilag_QUEZON CITY_NCR, SECOND DISTRICT"
132826,Masagana,QUEZON CITY,"NCR, SECOND DISTRICT","Masagana_QUEZON CITY_NCR, SECOND DISTRICT"
