,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
101165,Katipunan,BATO,LEYTE,Katipunan_BATO_LEYTE
101166,Liberty (Binaliw),BATO,LEYTE,Liberty (Binaliw)_BATO_LEYTE
101167,Mabini,BATO,LEYTE,Mabini_BATO_LEYTE
101168,Naga,BATO,LEYTE,Naga_BATO_LEYTE
101169,Osmeña,BATO,LEYTE,Osmeña_BATO_LEYTE
101170,Plaridel,BATO,LEYTE,Plaridel_BATO_LEYTE
101171,Gatang,MALASIQUI,PANGASINAN,Gatang_MALASIQUI_PANGASINAN
101172,Goliman,MALASIQUI,PANGASINAN,Goliman_MALASIQUI_PANGASINAN
101173,Gomez,MALASIQUI,PANGASINAN,Gomez_MALASIQUI_PANGASINAN
101174,Guilig,MALASIQUI,PANGASINAN,Guilig_MALASIQUI_PANGASINAN
101175,Ican,MALASIQUI,PANGASINAN,Ican_MALASIQUI_PANGASINAN
101176,Ingalagala,MALASIQUI,PANGASINAN,Ingalagala_MALASIQUI_PANGASINAN
101177,Lareg-lareg,MALASIQUI,PANGASINAN,Lareg-lareg_MALASIQUI_PANGASINAN
101178,Lasip,MALASIQUI,PANGASINAN,Lasip_MALASIQUI_PANGASINAN
101179,Lepa,MALASIQUI,PANGASINAN,Lepa_MALASIQUI_PANGASINAN
101180,Loqueb Este,MALASIQUI,PANGASINAN,Loqueb Este_MALASIQUI_PANGASINAN
101181,San Pedro Apartado,ALCALA,PANGASINAN,San Pedro Apartado_ALCALA_PANGASINAN
101182,San Pedro IlI,ALCALA,PANGASINAN,San Pedro IlI_ALCALA_PANGASINAN
101183,San Vicente,ALCALA,PANGASINAN,San Vicente_ALCALA_PANGASINAN
101184,Vacante,ALCALA,PANGASINAN,Vacante_ALCALA_PANGASINAN
101185,ANDA,PANGASINAN,REGION I (ILOCOS REGION),ANDA_PANGASINAN_REGION I (ILOCOS REGION)
101186,Awile,ANDA,PANGASINAN,Awile_ANDA_PANGASINAN
101187,Awag,ANDA,PANGASINAN,Awag_ANDA_PANGASINAN
101188,Batiarao,ANDA,PANGASINAN,Batiarao_ANDA_PANGASINAN
101189,Cabungan,ANDA,PANGASINAN,Cabungan_ANDA_PANGASINAN
101190,Carot,ANDA,PANGASINAN,Carot_ANDA_PANGASINAN
101191,Dolaoan,ANDA,PANGASINAN,Dolaoan_ANDA_PANGASINAN
101192,Imbo,ANDA,PANGASINAN,Imbo_ANDA_PANGASINAN
101193,Macaleeng,ANDA,PANGASINAN,Macaleeng_ANDA_PANGASINAN
101194,Macandocandong,ANDA,PANGASINAN,Macandocandong_ANDA_PANGASINAN
101195,Mal-ong,ANDA,PANGASINAN,Mal-ong_ANDA_PANGASINAN
101196,Namagbagan,ANDA,PANGASINAN,Namagbagan_ANDA_PANGASINAN
101197,Poblacion,ANDA,PANGASINAN,Poblacion_ANDA_PANGASINAN
101198,Roxas,ANDA,PANGASINAN,Roxas_ANDA_PANGASINAN
101199,Sablig,ANDA,PANGASINAN,Sablig_ANDA_PANGASINAN
101200,San Jose,ANDA,PANGASINAN,San Jose_ANDA_PANGASINAN
101201,Loqueb Norte,MALASIQUI,PANGASINAN,Loqueb Norte_MALASIQUI_PANGASINAN
101202,Loqueb Sur,MALASIQUI,PANGASINAN,Loqueb Sur_MALASIQUI_PANGASINAN
101203,Lunec,MALASIQUI,PANGASINAN,Lunec_MALASIQUI_PANGASINAN
101204,Mabulitec,MALASIQUI,PANGASINAN,Mabulitec_MALASIQUI_PANGASINAN
101205,Malimpec,MALASIQUI,PANGASINAN,Malimpec_MALASIQUI_PANGASINAN
101206,Manggan-Dampay,MALASIQUI,PANGASINAN,Manggan-Dampay_MALASIQUI_PANGASINAN
101207,Nancapian,MALASIQUI,PANGASINAN,Nancapian_MALASIQUI_PANGASINAN
101208,Nalsian Norte,MALASIQUI,PANGASINAN,Nalsian Norte_MALASIQUI_PANGASINAN
101209,Nalsian Sur,MALASIQUI,PANGASINAN,Nalsian Sur_MALASIQUI_PANGASINAN
101210,Nansangaan,MALASIQUI,PANGASINAN,Nansangaan_MALASIQUI_PANGASINAN
101211,Olea,MALASIQUI,PANGASINAN,Olea_MALASIQUI_PANGASINAN
101212,Pacuan,MALASIQUI,PANGASINAN,Pacuan_MALASIQUI_PANGASINAN
101213,Palapar Norte,MALASIQUI,PANGASINAN,Palapar Norte_MALASIQUI_PANGASINAN
101214,Palapar Sur,MALASIQUI,PANGASINAN,Palapar Sur_MALASIQUI_PANGASINAN
101215,Palong,MALASIQUI,PANGASINAN,Palong_MALASIQUI_PANGASINAN
101216,Pamaranum,MALASIQUI,PANGASINAN,Pamaranum_MALASIQUI_PANGASINAN
101217,Pasima,MALASIQUI,PANGASINAN,Pasima_MALASIQUI_PANGASINAN
101218,Payar,MALASIQUI,PANGASINAN,Payar_MALASIQUI_PANGASINAN
101219,Poblacion,MALASIQUI,PANGASINAN,Poblacion_MALASIQUI_PANGASINAN
101220,Polong Norte,MALASIQUI,PANGASINAN,Polong Norte_MALASIQUI_PANGASINAN
101221,Siapar,ANDA,PANGASINAN,Siapar_ANDA_PANGASINAN
101222,Tondol,ANDA,PANGASINAN,Tondol_ANDA_PANGASINAN
101223,Toritori,ANDA,PANGASINAN,Toritori_ANDA_PANGASINAN
101224,ASINGAN,PANGASINAN,REGION I (ILOCOS REGION),ASINGAN_PANGASINAN_REGION I (ILOCOS REGION)
101225,Ariston Este,ASINGAN,PANGASINAN,Ariston Este_ASINGAN_PANGASINAN
101226,Ariston Weste,ASINGAN,PANGASINAN,Ariston Weste_ASINGAN_PANGASINAN
101227,Bantog,ASINGAN,PANGASINAN,Bantog_ASINGAN_PANGASINAN
101228,Baro,ASINGAN,PANGASINAN,Baro_ASINGAN_PANGASINAN
101229,Bobonan,ASINGAN,PANGASINAN,Bobonan_ASINGAN_PANGASINAN
101230,Cabalitian,ASINGAN,PANGASINAN,Cabalitian_ASINGAN_PANGASINAN
101231,Calepaan,ASINGAN,PANGASINAN,Calepaan_ASINGAN_PANGASINAN
101232,Carosucan Norte,ASINGAN,PANGASINAN,Carosucan Norte_ASINGAN_PANGASINAN
101233,Carosucan Sur,ASINGAN,PANGASINAN,Carosucan Sur_ASINGAN_PANGASINAN
101234,Coldit,ASINGAN,PANGASINAN,Coldit_ASINGAN_PANGASINAN
101235,Domanpot,ASINGAN,PANGASINAN,Domanpot_ASINGAN_PANGASINAN
101236,Dupac,ASINGAN,PANGASINAN,Dupac_ASINGAN_PANGASINAN
101237,Macalong,ASINGAN,PANGASINAN,Macalong_ASINGAN_PANGASINAN
101238,Palaris,ASINGAN,PANGASINAN,Palaris_ASINGAN_PANGASINAN
101239,Poblacion East,ASINGAN,PANGASINAN,Poblacion East_ASINGAN_PANGASINAN
101240,Poblacion West,ASINGAN,PANGASINAN,Poblacion West_ASINGAN_PANGASINAN
101241,Kalanggaman District (Pob.),BATO,LEYTE,Kalanggaman District (Pob.)_BATO_LEYTE
101242,Ponong,BATO,LEYTE,Ponong_BATO_LEYTE
101243,San Agustin,BATO,LEYTE,San Agustin_BATO_LEYTE
101244,Santo Niño,BATO,LEYTE,Santo Niño_BATO_LEYTE
101245,Tabunok,BATO,LEYTE,Tabunok_BATO_LEYTE
101246,Tagaytay,BATO,LEYTE,Tagaytay_BATO_LEYTE
101247,Tinago District (Pob.),BATO,LEYTE,Tinago District (Pob.)_BATO_LEYTE
101248,Tugas,BATO,LEYTE,Tugas_BATO_LEYTE
101249,Imelda,BATO,LEYTE,Imelda_BATO_LEYTE
101250,Marcelo,BATO,LEYTE,Marcelo_BATO_LEYTE
101251,Polong Sur,MALASIQUI,PANGASINAN,Polong Sur_MALASIQUI_PANGASINAN
101252,Potiocan,MALASIQUI,PANGASINAN,Potiocan_MALASIQUI_PANGASINAN
101253,San Julian,MALASIQUI,PANGASINAN,San Julian_MALASIQUI_PANGASINAN
101254,Tabo-Sili,MALASIQUI,PANGASINAN,Tabo-Sili_MALASIQUI_PANGASINAN
101255,Tobor,MALASIQUI,PANGASINAN,Tobor_MALASIQUI_PANGASINAN
101256,Talospatang,MALASIQUI,PANGASINAN,Talospatang_MALASIQUI_PANGASINAN
101257,Taloy,MALASIQUI,PANGASINAN,Taloy_MALASIQUI_PANGASINAN
101258,Taloyan,MALASIQUI,PANGASINAN,Taloyan_MALASIQUI_PANGASINAN
101259,Tambac,MALASIQUI,PANGASINAN,Tambac_MALASIQUI_PANGASINAN
101260,Tolonguat,MALASIQUI,PANGASINAN,Tolonguat_MALASIQUI_PANGASINAN
101261,Dogongan,JIABONG,SAMAR (WESTERN SAMAR),Dogongan_JIABONG_SAMAR (WESTERN SAMAR)
101262,Garcia,JIABONG,SAMAR (WESTERN SAMAR),Garcia_JIABONG_SAMAR (WESTERN SAMAR)
101263,Hinaga,JIABONG,SAMAR (WESTERN SAMAR),Hinaga_JIABONG_SAMAR (WESTERN SAMAR)
101264,Jia-an,JIABONG,SAMAR (WESTERN SAMAR),Jia-an_JIABONG_SAMAR (WESTERN SAMAR)
101265,Jidanao,JIABONG,SAMAR (WESTERN SAMAR),Jidanao_JIABONG_SAMAR (WESTERN SAMAR)
101266,Lulugayan,JIABONG,SAMAR (WESTERN SAMAR),Lulugayan_JIABONG_SAMAR (WESTERN SAMAR)
101267,Macabetas,JIABONG,SAMAR (WESTERN SAMAR),Macabetas_JIABONG_SAMAR (WESTERN SAMAR)
101268,Malino,JIABONG,SAMAR (WESTERN SAMAR),Malino_JIABONG_SAMAR (WESTERN SAMAR)
101269,Malobago (Villalinda),JIABONG,SAMAR (WESTERN SAMAR),Malobago (Villalinda)_JIABONG_SAMAR (WESTERN SAMAR)
101270,Mercedes,JIABONG,SAMAR (WESTERN SAMAR),Mercedes_JIABONG_SAMAR (WESTERN SAMAR)
101271,San Vicente Este,ASINGAN,PANGASINAN,San Vicente Este_ASINGAN_PANGASINAN
101272,San Vicente Weste,ASINGAN,PANGASINAN,San Vicente Weste_ASINGAN_PANGASINAN
101273,Sanchez,ASINGAN,PANGASINAN,Sanchez_ASINGAN_PANGASINAN
101274,Sobol,ASINGAN,PANGASINAN,Sobol_ASINGAN_PANGASINAN
101275,Toboy,ASINGAN,PANGASINAN,Toboy_ASINGAN_PANGASINAN
101276,BALUNGAO,PANGASINAN,REGION I (ILOCOS REGION),BALUNGAO_PANGASINAN_REGION I (ILOCOS REGION)
101277,Angayan Norte,BALUNGAO,PANGASINAN,Angayan Norte_BALUNGAO_PANGASINAN
101278,Angayan Sur,BALUNGAO,PANGASINAN,Angayan Sur_BALUNGAO_PANGASINAN
101279,Capulaan,BALUNGAO,PANGASINAN,Capulaan_BALUNGAO_PANGASINAN
101280,Esmeralda,BALUNGAO,PANGASINAN,Esmeralda_BALUNGAO_PANGASINAN
101281,Rivilla,BATO,LEYTE,Rivilla_BATO_LEYTE
101282,CITY OF BAYBAY,LEYTE,REGION VIII (EASTERN VISAYAS),CITY OF BAYBAY_LEYTE_REGION VIII (EASTERN VISAYAS)
101283,Altavista,CITY OF BAYBAY,LEYTE,Altavista_CITY OF BAYBAY_LEYTE
101284,Ambacan,CITY OF BAYBAY,LEYTE,Ambacan_CITY OF BAYBAY_LEYTE
101285,Amguhan,CITY OF BAYBAY,LEYTE,Amguhan_CITY OF BAYBAY_LEYTE
101286,Ampihanon,CITY OF BAYBAY,LEYTE,Ampihanon_CITY OF BAYBAY_LEYTE
101287,Balao,CITY OF BAYBAY,LEYTE,Balao_CITY OF BAYBAY_LEYTE
101288,Banahao,CITY OF BAYBAY,LEYTE,Banahao_CITY OF BAYBAY_LEYTE
101289,Biasong,CITY OF BAYBAY,LEYTE,Biasong_CITY OF BAYBAY_LEYTE
101290,Bidlinan,CITY OF BAYBAY,LEYTE,Bidlinan_CITY OF BAYBAY_LEYTE
101291,Tomling,MALASIQUI,PANGASINAN,Tomling_MALASIQUI_PANGASINAN
101292,Umando,MALASIQUI,PANGASINAN,Umando_MALASIQUI_PANGASINAN
101293,Viado,MALASIQUI,PANGASINAN,Viado_MALASIQUI_PANGASINAN
101294,Waig,MALASIQUI,PANGASINAN,Waig_MALASIQUI_PANGASINAN
101295,Warey,MALASIQUI,PANGASINAN,Warey_MALASIQUI_PANGASINAN
101296,MANAOAG,PANGASINAN,REGION I (ILOCOS REGION),MANAOAG_PANGASINAN_REGION I (ILOCOS REGION)
101297,Babasit,MANAOAG,PANGASINAN,Babasit_MANAOAG_PANGASINAN
101298,Baguinay,MANAOAG,PANGASINAN,Baguinay_MANAOAG_PANGASINAN
101299,Baritao,MANAOAG,PANGASINAN,Baritao_MANAOAG_PANGASINAN
101300,Bisal,MANAOAG,PANGASINAN,Bisal_MANAOAG_PANGASINAN
101301,Nagbac,JIABONG,SAMAR (WESTERN SAMAR),Nagbac_JIABONG_SAMAR (WESTERN SAMAR)
101302,Parina,JIABONG,SAMAR (WESTERN SAMAR),Parina_JIABONG_SAMAR (WESTERN SAMAR)
101303,Barangay No. 1 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 1 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101304,Barangay No. 2 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 2 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101305,Barangay No. 3 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 3 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101306,Barangay No. 4 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 4 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101307,Barangay No. 5 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 5 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101308,Barangay No. 6 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 6 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101309,Barangay No. 7 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 7 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101310,Barangay No. 8 (Pob.),JIABONG,SAMAR (WESTERN SAMAR),Barangay No. 8 (Pob.)_JIABONG_SAMAR (WESTERN SAMAR)
101311,Kita-kita,BALUNGAO,PANGASINAN,Kita-kita_BALUNGAO_PANGASINAN
101312,Mabini,BALUNGAO,PANGASINAN,Mabini_BALUNGAO_PANGASINAN
101313,Mauban,BALUNGAO,PANGASINAN,Mauban_BALUNGAO_PANGASINAN
101314,Poblacion,BALUNGAO,PANGASINAN,Poblacion_BALUNGAO_PANGASINAN
101315,Pugaro,BALUNGAO,PANGASINAN,Pugaro_BALUNGAO_PANGASINAN
101316,Rajal,BALUNGAO,PANGASINAN,Rajal_BALUNGAO_PANGASINAN
101317,San Andres,BALUNGAO,PANGASINAN,San Andres_BALUNGAO_PANGASINAN
101318,San Aurelio 1st,BALUNGAO,PANGASINAN,San Aurelio 1st_BALUNGAO_PANGASINAN
101319,San Aurelio 2nd,BALUNGAO,PANGASINAN,San Aurelio 2nd_BALUNGAO_PANGASINAN
101320,San Aurelio 3rd,BALUNGAO,PANGASINAN,San Aurelio 3rd_BALUNGAO_PANGASINAN
101321,Bucao,MANAOAG,PANGASINAN,Bucao_MANAOAG_PANGASINAN
101322,Cabanbanan,MANAOAG,PANGASINAN,Cabanbanan_MANAOAG_PANGASINAN
101323,Calaocan,MANAOAG,PANGASINAN,Calaocan_MANAOAG_PANGASINAN
101324,Inamotan,MANAOAG,PANGASINAN,Inamotan_MANAOAG_PANGASINAN
101325,Lelemaan,MANAOAG,PANGASINAN,Lelemaan_MANAOAG_PANGASINAN
101326,Licsi,MANAOAG,PANGASINAN,Licsi_MANAOAG_PANGASINAN
101327,Lipit Norte,MANAOAG,PANGASINAN,Lipit Norte_MANAOAG_PANGASINAN
101328,Lipit Sur,MANAOAG,PANGASINAN,Lipit Sur_MANAOAG_PANGASINAN
101329,Parian,MANAOAG,PANGASINAN,Parian_MANAOAG_PANGASINAN
101330,Matolong,MANAOAG,PANGASINAN,Matolong_MANAOAG_PANGASINAN
101331,Bitanhuan,CITY OF BAYBAY,LEYTE,Bitanhuan_CITY OF BAYBAY_LEYTE
101332,Bubon,CITY OF BAYBAY,LEYTE,Bubon_CITY OF BAYBAY_LEYTE
101333,Buenavista,CITY OF BAYBAY,LEYTE,Buenavista_CITY OF BAYBAY_LEYTE
101334,Bunga,CITY OF BAYBAY,LEYTE,Bunga_CITY OF BAYBAY_LEYTE
101335,Butigan,CITY OF BAYBAY,LEYTE,Butigan_CITY OF BAYBAY_LEYTE
101336,Kabatuan,CITY OF BAYBAY,LEYTE,Kabatuan_CITY OF BAYBAY_LEYTE
101337,Caridad,CITY OF BAYBAY,LEYTE,Caridad_CITY OF BAYBAY_LEYTE
101338,Ga-as,CITY OF BAYBAY,LEYTE,Ga-as_CITY OF BAYBAY_LEYTE
101339,Gabas,CITY OF BAYBAY,LEYTE,Gabas_CITY OF BAYBAY_LEYTE
101340,Gakat,CITY OF BAYBAY,LEYTE,Gakat_CITY OF BAYBAY_LEYTE
101341,Salvacion,JIABONG,SAMAR (WESTERN SAMAR),Salvacion_JIABONG_SAMAR (WESTERN SAMAR)
101342,San Andres,JIABONG,SAMAR (WESTERN SAMAR),San Andres_JIABONG_SAMAR (WESTERN SAMAR)
101343,San Fernando,JIABONG,SAMAR (WESTERN SAMAR),San Fernando_JIABONG_SAMAR (WESTERN SAMAR)
101344,San Miguel,JIABONG,SAMAR (WESTERN SAMAR),San Miguel_JIABONG_SAMAR (WESTERN SAMAR)
101345,Tagbayaon,JIABONG,SAMAR (WESTERN SAMAR),Tagbayaon_JIABONG_SAMAR (WESTERN SAMAR)
101346,Victory,JIABONG,SAMAR (WESTERN SAMAR),Victory_JIABONG_SAMAR (WESTERN SAMAR)
101347,MARABUT,SAMAR (WESTERN SAMAR),REGION VIII (EASTERN VISAYAS),MARABUT_SAMAR (WESTERN SAMAR)_REGION VIII (EASTERN VISAYAS)
101348,Amambucale,MARABUT,SAMAR (WESTERN SAMAR),Amambucale_MARABUT_SAMAR (WESTERN SAMAR)
101349,Caluwayan,MARABUT,SAMAR (WESTERN SAMAR),Caluwayan_MARABUT_SAMAR (WESTERN SAMAR)
101350,Canyoyo,MARABUT,SAMAR (WESTERN SAMAR),Canyoyo_MARABUT_SAMAR (WESTERN SAMAR)
101351,San Joaquin,BALUNGAO,PANGASINAN,San Joaquin_BALUNGAO_PANGASINAN
101352,San Julian,BALUNGAO,PANGASINAN,San Julian_BALUNGAO_PANGASINAN
101353,San Leon,BALUNGAO,PANGASINAN,San Leon_BALUNGAO_PANGASINAN
101354,San Marcelino,BALUNGAO,PANGASINAN,San Marcelino_BALUNGAO_PANGASINAN
101355,San Miguel,BALUNGAO,PANGASINAN,San Miguel_BALUNGAO_PANGASINAN
101356,San Raymundo,BALUNGAO,PANGASINAN,San Raymundo_BALUNGAO_PANGASINAN
101357,BANI,PANGASINAN,REGION I (ILOCOS REGION),BANI_PANGASINAN_REGION I (ILOCOS REGION)
101358,Ambabaay,BANI,PANGASINAN,Ambabaay_BANI_PANGASINAN
101359,Aporao,BANI,PANGASINAN,Aporao_BANI_PANGASINAN
101360,Arwas,BANI,PANGASINAN,Arwas_BANI_PANGASINAN
101361,Guadalupe (Utod),CITY OF BAYBAY,LEYTE,Guadalupe (Utod)_CITY OF BAYBAY_LEYTE
101362,Buenavista,SAN ISIDRO,NORTHERN SAMAR,Buenavista_SAN ISIDRO_NORTHERN SAMAR
101363,Caglanipao,SAN ISIDRO,NORTHERN SAMAR,Caglanipao_SAN ISIDRO_NORTHERN SAMAR
101364,Happy Valley,SAN ISIDRO,NORTHERN SAMAR,Happy Valley_SAN ISIDRO_NORTHERN SAMAR
101365,Mabuhay,SAN ISIDRO,NORTHERN SAMAR,Mabuhay_SAN ISIDRO_NORTHERN SAMAR
101366,Palanit,SAN ISIDRO,NORTHERN SAMAR,Palanit_SAN ISIDRO_NORTHERN SAMAR
101367,Poblacion Norte,SAN ISIDRO,NORTHERN SAMAR,Poblacion Norte_SAN ISIDRO_NORTHERN SAMAR
101368,Poblacion Sur,SAN ISIDRO,NORTHERN SAMAR,Poblacion Sur_SAN ISIDRO_NORTHERN SAMAR
101369,Salvacion,SAN ISIDRO,NORTHERN SAMAR,Salvacion_SAN ISIDRO_NORTHERN SAMAR
101370,San Juan,SAN ISIDRO,NORTHERN SAMAR,San Juan_SAN ISIDRO_NORTHERN SAMAR
101371,Mermer,MANAOAG,PANGASINAN,Mermer_MANAOAG_PANGASINAN
101372,Nalsian,MANAOAG,PANGASINAN,Nalsian_MANAOAG_PANGASINAN
101373,Oraan East,MANAOAG,PANGASINAN,Oraan East_MANAOAG_PANGASINAN
101374,Oraan West,MANAOAG,PANGASINAN,Oraan West_MANAOAG_PANGASINAN
101375,Pantal,MANAOAG,PANGASINAN,Pantal_MANAOAG_PANGASINAN
101376,Pao,MANAOAG,PANGASINAN,Pao_MANAOAG_PANGASINAN
101377,Poblacion,MANAOAG,PANGASINAN,Poblacion_MANAOAG_PANGASINAN
101378,Pugaro,MANAOAG,PANGASINAN,Pugaro_MANAOAG_PANGASINAN
101379,San Ramon,MANAOAG,PANGASINAN,San Ramon_MANAOAG_PANGASINAN
101380,Santa Ines,MANAOAG,PANGASINAN,Santa Ines_MANAOAG_PANGASINAN
101381,Ferreras,MARABUT,SAMAR (WESTERN SAMAR),Ferreras_MARABUT_SAMAR (WESTERN SAMAR)
101382,Legaspi,MARABUT,SAMAR (WESTERN SAMAR),Legaspi_MARABUT_SAMAR (WESTERN SAMAR)
101383,Logero,MARABUT,SAMAR (WESTERN SAMAR),Logero_MARABUT_SAMAR (WESTERN SAMAR)
101384,Osmeña,MARABUT,SAMAR (WESTERN SAMAR),Osmeña_MARABUT_SAMAR (WESTERN SAMAR)
101385,Pinalanga,MARABUT,SAMAR (WESTERN SAMAR),Pinalanga_MARABUT_SAMAR (WESTERN SAMAR)
101386,Pinamitinan (Pob.),MARABUT,SAMAR (WESTERN SAMAR),Pinamitinan (Pob.)_MARABUT_SAMAR (WESTERN SAMAR)
101387,Catato Pob. (Dist. I),MARABUT,SAMAR (WESTERN SAMAR),Catato Pob. (Dist. I)_MARABUT_SAMAR (WESTERN SAMAR)
101388,San Roque,MARABUT,SAMAR (WESTERN SAMAR),San Roque_MARABUT_SAMAR (WESTERN SAMAR)
101389,Santo Niño Pob. (Dist. II),MARABUT,SAMAR (WESTERN SAMAR),Santo Niño Pob. (Dist. II)_MARABUT_SAMAR (WESTERN SAMAR)
101390,Tagalag,MARABUT,SAMAR (WESTERN SAMAR),Tagalag_MARABUT_SAMAR (WESTERN SAMAR)
101391,Ballag,BANI,PANGASINAN,Ballag_BANI_PANGASINAN
101392,Banog Norte,BANI,PANGASINAN,Banog Norte_BANI_PANGASINAN
101393,Banog Sur,BANI,PANGASINAN,Banog Sur_BANI_PANGASINAN
101394,Centro Toma,BANI,PANGASINAN,Centro Toma_BANI_PANGASINAN
101395,Colayo,BANI,PANGASINAN,Colayo_BANI_PANGASINAN
101396,Dacap Norte,BANI,PANGASINAN,Dacap Norte_BANI_PANGASINAN
101397,Dacap Sur,BANI,PANGASINAN,Dacap Sur_BANI_PANGASINAN
101398,Garrita,BANI,PANGASINAN,Garrita_BANI_PANGASINAN
101399,Luac,BANI,PANGASINAN,Luac_BANI_PANGASINAN
101400,Macabit,BANI,PANGASINAN,Macabit_BANI_PANGASINAN
101401,San Roque,SAN ISIDRO,NORTHERN SAMAR,San Roque_SAN ISIDRO_NORTHERN SAMAR
101402,Seven Hills,SAN ISIDRO,NORTHERN SAMAR,Seven Hills_SAN ISIDRO_NORTHERN SAMAR
101403,Veriato,SAN ISIDRO,NORTHERN SAMAR,Veriato_SAN ISIDRO_NORTHERN SAMAR
101404,SAN JOSE,NORTHERN SAMAR,REGION VIII (EASTERN VISAYAS),SAN JOSE_NORTHERN SAMAR_REGION VIII (EASTERN VISAYAS)
101405,Aguadahan,SAN JOSE,NORTHERN SAMAR,Aguadahan_SAN JOSE_NORTHERN SAMAR
101406,Bagong Sabang,SAN JOSE,NORTHERN SAMAR,Bagong Sabang_SAN JOSE_NORTHERN SAMAR
101407,Balite,SAN JOSE,NORTHERN SAMAR,Balite_SAN JOSE_NORTHERN SAMAR
101408,Bonglas,SAN JOSE,NORTHERN SAMAR,Bonglas_SAN JOSE_NORTHERN SAMAR
101409,Da-o,SAN JOSE,NORTHERN SAMAR,Da-o_SAN JOSE_NORTHERN SAMAR
101410,Gengarog,SAN JOSE,NORTHERN SAMAR,Gengarog_SAN JOSE_NORTHERN SAMAR
101411,Sapang,MANAOAG,PANGASINAN,Sapang_MANAOAG_PANGASINAN
101412,Tebuel,MANAOAG,PANGASINAN,Tebuel_MANAOAG_PANGASINAN
101413,MANGALDAN,PANGASINAN,REGION I (ILOCOS REGION),MANGALDAN_PANGASINAN_REGION I (ILOCOS REGION)
101414,Alitaya,MANGALDAN,PANGASINAN,Alitaya_MANGALDAN_PANGASINAN
101415,Amansabina,MANGALDAN,PANGASINAN,Amansabina_MANGALDAN_PANGASINAN
101416,Anolid,MANGALDAN,PANGASINAN,Anolid_MANGALDAN_PANGASINAN
101417,Banaoang,MANGALDAN,PANGASINAN,Banaoang_MANGALDAN_PANGASINAN
101418,Bantayan,MANGALDAN,PANGASINAN,Bantayan_MANGALDAN_PANGASINAN
101419,Bari,MANGALDAN,PANGASINAN,Bari_MANGALDAN_PANGASINAN
101420,Bateng,MANGALDAN,PANGASINAN,Bateng_MANGALDAN_PANGASINAN
101421,Tinabanan,MARABUT,SAMAR (WESTERN SAMAR),Tinabanan_MARABUT_SAMAR (WESTERN SAMAR)
101422,Amantillo,MARABUT,SAMAR (WESTERN SAMAR),Amantillo_MARABUT_SAMAR (WESTERN SAMAR)
101423,Binukyahan,MARABUT,SAMAR (WESTERN SAMAR),Binukyahan_MARABUT_SAMAR (WESTERN SAMAR)
101424,Lipata,MARABUT,SAMAR (WESTERN SAMAR),Lipata_MARABUT_SAMAR (WESTERN SAMAR)
101425,Mabuhay,MARABUT,SAMAR (WESTERN SAMAR),Mabuhay_MARABUT_SAMAR (WESTERN SAMAR)
101426,Malobago,MARABUT,SAMAR (WESTERN SAMAR),Malobago_MARABUT_SAMAR (WESTERN SAMAR)
101427,Odoc,MARABUT,SAMAR (WESTERN SAMAR),Odoc_MARABUT_SAMAR (WESTERN SAMAR)
101428,Panan-awan,MARABUT,SAMAR (WESTERN SAMAR),Panan-awan_MARABUT_SAMAR (WESTERN SAMAR)
101429,Roño,MARABUT,SAMAR (WESTERN SAMAR),Roño_MARABUT_SAMAR (WESTERN SAMAR)
101430,Santa Rita,MARABUT,SAMAR (WESTERN SAMAR),Santa Rita_MARABUT_SAMAR (WESTERN SAMAR)
101431,Masidem,BANI,PANGASINAN,Masidem_BANI_PANGASINAN
101432,Poblacion,BANI,PANGASINAN,Poblacion_BANI_PANGASINAN
101433,Quinaoayanan,BANI,PANGASINAN,Quinaoayanan_BANI_PANGASINAN
101434,Ranao,BANI,PANGASINAN,Ranao_BANI_PANGASINAN
101435,Ranom Iloco,BANI,PANGASINAN,Ranom Iloco_BANI_PANGASINAN
101436,San Jose,BANI,PANGASINAN,San Jose_BANI_PANGASINAN
101437,San Miguel,BANI,PANGASINAN,San Miguel_BANI_PANGASINAN
101438,San Simon,BANI,PANGASINAN,San Simon_BANI_PANGASINAN
101439,San Vicente,BANI,PANGASINAN,San Vicente_BANI_PANGASINAN
101440,Tiep,BANI,PANGASINAN,Tiep_BANI_PANGASINAN
101441,Geratag,SAN JOSE,NORTHERN SAMAR,Geratag_SAN JOSE_NORTHERN SAMAR
